tube,species,mean_temp,temp_var,temp_id,resource,male,REMOVED,KBP,end_data_date,4/10/22,4/11/22,4/12/22,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5/1/22,5/2/22,5/3/22,5/4/22,5/5/22,5/6/22,5/7/22,5/8/22,5/9/22,5/10/22,5/11/22,5/12/22,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,,,,,
607,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
608,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,,,,,
609,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
610,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,,,,,
611,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,0,0,0,6,0,0,0,5,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,,,,,
612,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,,,,,
613,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,,,,,
614,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,,,,,
615,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
616,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
617,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,5,0,0,0,7,0,1,0,0,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
618,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
619,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,5,0,0,0,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
620,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
621,cerio,15,0,15,1,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
622,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,2,0,0,0,0,6,0,0,0,0,5,0,0,0,5,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,,,,,
623,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
624,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
625,cerio,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
626,cerio,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
627,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,,,,,
628,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,4,0,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
629,cerio,15,0,15,1,,,,,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
630,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,,,,,
631,cerio,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
632,cerio,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
633,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
634,cerio,15,0,15,1,,,,4/14/22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
635,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
636,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
637,cerio,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
638,cerio,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
639,cerio,15,0,15,1,,,,4/19/22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
640,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
641,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,,,,,
642,cerio,15,0,15,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,2,0,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
643,cerio,15,0,15,1,1,1,,5/1/22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
644,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
645,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
646,cerio,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
647,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,3,0,0,0,0,5,0,0,0,6,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,,,,,
648,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,4,0,5,0,0,0,6,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
649,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,6,0,5,0,0,0,0,2,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,,,,,
650,cerio,15,0,15,1,,1,,5/17/22,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,,,,,
651,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,2,0,0,0,0,4,0,4,0,0,5,0,4,0,0,7,0,0,4,0,0,2,0,4,0,0,5,0,0,3,0,0,2,NA,NA,NA,NA,NA,NA,NA,,,,,
652,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,2,0,0,3,0,0,0,0,3,0,0,5,0,3,0,0,4,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
653,cerio,20,0,20,1,,1,,5/17/22,0,0,0,1,0,0,3,0,3,3,0,4,0,0,3,0,3,0,0,0,2,0,3,0,0,4,0,0,3,0,4,0,0,3,0,0,2,NA,NA,NA,NA,NA,NA,NA,,,,,
654,cerio,20,0,20,1,,1,,5/17/22,0,0,0,2,0,0,4,0,2,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
655,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,2,0,4,0,0,4,0,5,0,0,7,0,5,0,0,7,0,0,4,0,5,0,0,7,0,0,4,0,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,,,,,
656,cerio,20,0,20,1,,1,,5/17/22,0,0,0,3,0,0,5,0,5,0,0,5,0,0,5,0,5,0,0,6,0,2,0,0,5,0,6,0,0,6,0,0,4,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,,,,,
657,cerio,20,0,20,1,,1,,5/17/22,0,0,0,2,0,0,4,0,4,0,0,6,0,3,0,0,4,0,1,7,0,5,0,0,6,0,8,0,0,7,0,0,5,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,,,,,
658,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,2,0,3,0,0,4,0,0,7,0,4,0,0,4,1,0,4,0,2,0,0,1,0,0,3,0,3,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,,,,,
659,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,4,0,3,0,0,4,1,0,4,0,5,0,0,5,0,1,0,0,5,0,5,0,0,7,0,0,8,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,,,,,
660,cerio,20,0,20,1,,1,,5/17/22,0,0,0,1,0,0,5,0,4,0,0,3,0,5,0,0,5,0,0,4,0,4,0,0,5,0,0,5,0,0,4,0,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,,,,,
661,cerio,20,0,20,1,,,,,0,0,0,0,0,0,4,0,0,3,0,4,0,0,5,0,3,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
662,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,2,0,5,0,0,5,0,7,0,0,6,0,4,0,0,3,0,0,6,0,6,0,0,3,0,0,6,0,0,2,0,0,3,NA,NA,NA,NA,NA,NA,NA,,,,,
663,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,3,0,3,0,0,4,0,6,0,0,5,0,3,0,0,3,0,0,3,0,0,5,0,2,0,0,3,0,0,3,0,0,2,NA,NA,NA,NA,NA,NA,NA,,,,,
664,cerio,20,0,20,1,,1,,5/17/22,0,0,0,2,0,4,0,0,6,0,4,0,0,8,0,7,0,0,0,0,7,0,0,6,0,0,9,1,5,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
665,cerio,20,0,20,1,,1,,5/17/22,0,0,0,3,0,0,3,0,5,0,0,4,0,2,4,0,4,0,5,2,0,5,0,0,6,0,3,0,0,6,0,0,5,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
666,cerio,20,0,20,1,,,,,0,0,0,3,0,0,4,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
667,cerio,20,0,20,1,,,,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
668,cerio,20,0,20,1,,,,,0,0,0,0,2,0,2,0,0,3,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
669,cerio,20,0,20,1,,,,,0,0,0,0,1,0,3,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
670,cerio,20,0,20,1,,,,,0,0,0,0,0,0,2,0,0,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
671,cerio,20,0,20,1,,,,,0,0,1,0,0,4,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
672,cerio,20,0,20,1,,,,,0,0,0,2,0,0,3,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
673,cerio,20,0,20,1,,,,,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
674,cerio,20,0,20,1,,,,,0,0,0,2,0,0,2,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
675,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,2,0,3,0,0,2,0,2,0,0,4,0,0,3,0,3,0,0,4,0,6,0,1,2,0,0,3,0,0,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,,,,,
678,cerio,20,0,20,1,,,,5/15/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not enough neonates for 676 677,,,,
679,cerio,20,0,20,1,,,,,0,0,0,0,0,0,0,2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
680,cerio,20,0,20,1,,,,,0,0,0,0,2,0,0,0,0,3,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
681,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,1,0,1,0,0,4,0,4,0,0,5,1,0,5,0,0,5,0,2,0,0,4,0,0,1,0,4,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,,,,,
682,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,3,0,0,3,0,0,2,0,0,3,0,3,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
683,cerio,20,0,20,1,,,,,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
684,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,0,0,1,0,0,2,0,4,0,0,6,0,4,0,0,3,0,0,5,0,5,0,0,4,0,0,4,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,
685,cerio,20,0,20,1,,,,,0,0,0,2,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
686,cerio,20,0,20,1,,,,,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
687,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,0,0,1,1,3,0,0,2,0,0,5,0,1,0,0,3,0,0,3,0,4,0,0,5,0,0,6,0,3,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,,,,,
688,cerio,20,0,20,1,,1,,5/17/22,0,0,0,2,2,3,1,0,5,0,2,0,0,4,0,4,0,0,5,0,0,6,0,0,6,0,2,0,0,4,0,0,3,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
689,cerio,20,0,20,1,,,,,0,0,0,0,2,0,2,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
690,cerio,20,0,20,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
691,cerio,20,0,20,1,,,,4/21/22,0,0,0,2,0,4,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
692,cerio,20,0,20,1,,,,,0,0,0,2,0,0,3,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
693,cerio,20,0,20,1,,,,,0,0,0,2,0,0,3,0,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
694,cerio,20,0,20,1,,,,,0,0,0,0,1,0,0,4,0,3,0,0,1,0,0,3,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
695,cerio,20,0,20,1,,1,,5/17/22,0,0,0,2,0,0,2,0,0,0,1,0,0,0,3,0,3,0,0,4,0,0,1,0,3,0,0,2,0,1,3,0,0,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,,,,,
696,cerio,20,0,20,1,,,,4/21/22,0,0,0,0,0,0,1,0,0,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
697,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,0,0,2,0,0,2,0,4,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,,,,,
698,cerio,20,0,20,1,,1,,5/17/22,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
699,cerio,20,0,20,1,,,,4/28/22,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
700,cerio,20,0,20,1,,1,,5/17/22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,,
701,cerio,25,0,25,1,,,,,0,3,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
702,cerio,25,0,25,1,,1,,5/17/22,0,0,3,0,0,4,0,4,0,8,0,5,0,2,0,0,0,3,0,1,0,0,0,0,2,3,0,2,0,0,1,0,0,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,,,,,
703,cerio,25,0,25,1,,,,,0,0,0,4,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
704,cerio,25,0,25,1,,,,,0,0,1,3,0,5,0,5,0,4,0,0,0,2,0,2,0,4,0,5,0,2,0,3,0,3,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
705,cerio,25,0,25,1,,,,4/22/22,0,0,0,2,1,6,0,5,1,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
706,cerio,25,0,25,1,,,1,4/16/22,0,0,0,2,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
707,cerio,25,0,25,1,,,,,0,0,0,3,1,2,0,4,2,0,6,0,6,0,6,0,3,0,3,0,1,0,5,0,0,1,0,0,0,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
708,cerio,25,0,25,1,,,,,0,0,3,0,5,4,0,0,0,4,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
709,cerio,25,0,25,1,,,,,0,0,2,0,2,0,1,0,3,4,0,5,0,2,0,3,0,5,0,3,0,0,0,0,2,4,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
710,cerio,25,0,25,1,,,,5/3/22,0,0,2,0,3,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
711,cerio,25,0,25,1,,1,,5/17/22,0,0,3,3,0,6,0,4,0,4,0,3,0,3,0,3,0,3,0,1,0,2,0,3,0,4,0,4,0,4,0,4,0,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,,,,,
712,cerio,25,0,25,1,,,,,0,0,2,3,0,2,0,3,0,2,0,1,2,0,1,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
